school_id,pupil_id,grade,attendance_records,present_records
223941,6815,Grade 3,74,45
42240,6816,Grade 3,99,83
156096,6818,Grade 4,84,70
56406,6820,Grade 2,94,83
39078,6822,Grade 1,91,82
259688,6826,Grade 5,91,66
323877,6827,Grade 5,94,76
489918,6831,Grade 3,107,97
616880,6832,Grade 2,61,44
239870,6833,Grade 3,98,43
46684,6834,Grade 1,90,51
65520,6838,Grade 2,89,68
563568,6841,Grade 2,90,58
136992,6844,Grade 3,71,43
206948,6845,Grade 1,86,71
822894,6846,Grade 2,86,83
223941,6847,Grade 1,92,67
155343,6849,Grade 5,98,89
206948,6851,Grade 2,102,94
230373,6852,Grade 2,101,96
363825,6854,Grade 1,83,35
326599,6857,Grade 2,100,76
609982,6858,Grade 3,106,86
118338,6860,Grade 3,91,76
47025,6864,Grade 3,42,35
35175,6865,Grade 5,55,50
909600,6868,Grade 3,108,90
196896,6871,Grade 2,95,95
7956,6872,Grade 1,96,55
425124,6874,Grade 1,85,78
25263,6875,Grade 3,91,74
324884,6886,Grade 4,90,16
401898,6887,Grade 1,55,31
39078,6888,Grade 2,89,68
359640,6889,Grade 4,85,60
489918,6891,Grade 5,55,38
175100,6893,Grade 5,82,52
8084,6895,Grade 5,92,84
423500,6896,Grade 1,96,57
583940,6900,Grade 5,47,39
239870,6902,Grade 2,109,60
304425,6903,Grade 1,90,68
49404,6904,Grade 5,101,84
239870,6907,Grade 3,98,50
34092,6908,Grade 5,41,40
49698,6909,Grade 4,35,27
423500,6911,Grade 4,49,27
166905,6915,Grade 5,37,31
239870,6917,Grade 4,100,92
118338,6918,Grade 5,88,78
36848,6920,Grade 3,45,39
136992,6921,Grade 1,65,58
489918,6924,Grade 2,97,91
239870,6925,Grade 5,48,32
575416,6926,Grade 2,94,85
323877,6927,Grade 1,98,70
53103,6928,Grade 4,45,1
273888,6929,Grade 3,48,46
35175,6933,Grade 1,91,82
223941,6934,Grade 3,74,49
425124,6940,Grade 5,91,73
297076,6943,Grade 2,80,64
165300,6945,Grade 2,99,61
46528,6948,Grade 5,89,48
20972,6949,Grade 3,103,64
283971,6950,Grade 3,91,87
136992,6951,Grade 2,101,95
329344,6952,Grade 1,96,78
363280,6953,Grade 1,79,18
73360,6955,Grade 3,96,85
49404,6956,Grade 2,93,53
10904,6957,Grade 2,97,33
406350,6958,Grade 1,90,70
363280,6959,Grade 4,75,48
759451,6962,Grade 2,49,44
304425,6964,Grade 3,80,58
563568,6965,Grade 5,74,72
20972,6966,Grade 3,103,94
239870,6968,Grade 2,109,53
36848,6969,Grade 2,100,28
581940,6970,Grade 4,46,41
47025,6971,Grade 1,92,85
403506,6973,Grade 2,82,48
30690,6974,Grade 2,61,36
616880,6979,Grade 4,23,11
36848,6980,Grade 4,100,87
304425,6981,Grade 1,90,40
239870,6983,Grade 3,98,77
46528,6987,Grade 5,89,66
56803,6993,Grade 3,97,91
583940,6994,Grade 3,101,67
609982,6998,Grade 4,93,67
581940,6999,Grade 3,105,90
822894,7000,Grade 1,90,86
25263,7002,Grade 5,78,54
75848,7004,Grade 2,94,82
5502,7007,Grade 3,97,55
628537,7008,Grade 1,95,44
196896,7009,Grade 3,94,74
314160,7011,Grade 2,105,75
166905,7012,Grade 3,83,67
10904,7018,Grade 3,100,72
206948,7021,Grade 1,102,55
363825,7022,Grade 1,83,48
118338,7023,Grade 5,88,74
223941,7025,Grade 1,92,73
34092,7026,Grade 1,53,46
401898,7027,Grade 2,90,70
329344,7030,Grade 3,91,79
401898,7034,Grade 2,90,76
5502,7035,Grade 2,94,25
75848,7036,Grade 5,43,28
447445,7037,Grade 3,85,68
10904,7040,Grade 3,100,75
323877,7046,Grade 2,104,78
30690,7047,Grade 2,61,40
206948,7048,Grade 3,96,66
88122,7049,Grade 2,97,74
34092,7050,Grade 2,42,10
822894,7051,Grade 2,92,53
609982,7053,Grade 2,80,57
687400,7054,Grade 4,101,99
7956,7055,Grade 1,96,84
388800,7056,Grade 3,67,49
55770,7057,Grade 4,83,63
108210,7059,Grade 1,85,84
35175,7061,Grade 2,97,53
39078,7063,Grade 5,38,37
56803,7064,Grade 1,100,70
403506,7065,Grade 4,102,89
583940,7074,Grade 2,79,62
363825,7075,Grade 4,63,59
30690,7081,Grade 3,75,55
297076,7082,Grade 1,68,54
32940,7083,Grade 2,61,54
447445,7085,Grade 2,92,71
230373,7087,Grade 1,95,68
16230,7088,Grade 4,32,29
30690,7091,Grade 2,61,18
583940,7092,Grade 5,97,61
792,7093,Grade 1,93,79
28860,7096,Grade 3,98,50
28860,7098,Grade 1,102,96
7956,7100,Grade 2,95,62
297076,7103,Grade 3,79,68
421680,7105,Grade 5,87,70
55770,7107,Grade 1,106,81
909600,7109,Grade 1,106,92
55770,7111,Grade 1,106,55
34675,7112,Grade 5,46,40
326599,7114,Grade 2,103,72
687400,7115,Grade 2,102,92
858450,7117,Grade 1,73,59
30690,7118,Grade 2,61,33
792,7121,Grade 5,46,39
28860,7126,Grade 5,71,21
223941,7130,Grade 5,95,76
20972,7132,Grade 2,103,77
123695,7134,Grade 3,81,49
175100,7136,Grade 2,80,72
822894,7138,Grade 5,86,69
491645,7139,Grade 2,95,48
792,7140,Grade 5,95,61
909600,7141,Grade 5,45,38
226128,7144,Grade 3,90,89
359640,7146,Grade 5,90,62
9342,7147,Grade 4,91,65
616880,7148,Grade 1,53,44
17404,7149,Grade 1,103,64
425124,7151,Grade 3,99,92
136992,7152,Grade 3,95,76
34092,7153,Grade 3,27,24
314160,7155,Grade 4,43,43
363825,7156,Grade 3,87,58
25263,7157,Grade 2,98,79
34675,7158,Grade 2,98,77
28860,7159,Grade 4,62,27
822894,7160,Grade 3,88,74
73360,7162,Grade 2,98,78
491645,7170,Grade 5,97,92
16230,7173,Grade 1,103,70
223941,7174,Grade 5,95,58
226128,7175,Grade 2,97,85
401280,7177,Grade 4,36,30
609982,7179,Grade 2,80,65
323877,7180,Grade 3,102,53
156096,7184,Grade 4,84,72
7956,7186,Grade 3,81,68
34675,7187,Grade 3,100,92
359640,7188,Grade 5,89,66
47025,7189,Grade 5,97,94
83388,7194,Grade 4,93,39
65520,7195,Grade 5,85,77
30690,7196,Grade 1,77,69
32940,7200,Grade 3,31,14
363825,7202,Grade 4,40,37
226128,7203,Grade 3,90,86
223941,7206,Grade 1,92,83
34092,7208,Grade 5,41,40
108210,7210,Grade 3,96,86
581940,7211,Grade 5,44,41
501872,7213,Grade 4,41,36
501872,7218,Grade 1,74,64
323877,7224,Grade 3,48,45
909600,7225,Grade 5,102,85
218688,7226,Grade 1,80,43
175100,7227,Grade 4,82,46
7956,7228,Grade 1,96,87
963352,7230,Grade 4,104,80
112034,7231,Grade 1,106,68
286984,7233,Grade 2,81,73
259688,7234,Grade 2,97,80
7956,7236,Grade 1,96,73
283971,7238,Grade 3,91,83
609982,7239,Grade 2,68,52
991980,7241,Grade 1,96,68
406350,7245,Grade 4,99,77
401280,7246,Grade 2,96,66
206948,7250,Grade 1,102,86
991980,7252,Grade 3,85,84
56406,7253,Grade 3,46,22
173720,7254,Grade 5,99,88
359640,7255,Grade 1,78,42
73360,7256,Grade 5,100,55
73360,7258,Grade 4,91,62
314160,7260,Grade 3,107,52
419336,7262,Grade 1,103,77
65520,7264,Grade 4,87,54
991980,7271,Grade 1,92,29
581940,7273,Grade 2,107,91
123695,7277,Grade 4,45,40
218688,7278,Grade 2,64,33
28860,7282,Grade 5,83,75
687400,7284,Grade 2,102,88
35175,7285,Grade 4,84,69
49404,7289,Grade 4,91,58
201569,7290,Grade 5,96,91
108210,7293,Grade 3,96,62
425124,7294,Grade 5,91,74
108210,7295,Grade 2,93,74
8084,7297,Grade 3,105,87
406350,7298,Grade 3,97,83
363825,7302,Grade 5,75,59
958934,7303,Grade 2,83,82
201569,7305,Grade 4,102,83
575416,7307,Grade 3,100,84
264915,7309,Grade 5,46,39
329344,7311,Grade 2,49,36
223941,7312,Grade 2,97,62
958934,7317,Grade 2,93,64
359640,7319,Grade 3,97,54
49404,7322,Grade 1,93,74
323877,7323,Grade 1,98,86
112034,7325,Grade 2,100,77
30690,7326,Grade 5,13,3
581940,7327,Grade 2,107,90
30690,7328,Grade 5,13,11
108210,7330,Grade 5,95,93
166905,7334,Grade 4,74,58
581940,7336,Grade 3,105,85
34092,7337,Grade 1,53,39
565811,7338,Grade 1,92,44
40580,7339,Grade 4,99,92
403506,7340,Grade 5,86,43
963352,7342,Grade 1,106,90
175100,7344,Grade 5,82,50
239870,7345,Grade 1,92,82
447445,7346,Grade 3,84,33
616880,7347,Grade 4,30,26
218688,7348,Grade 1,80,31
864156,7350,Grade 3,98,57
53103,7351,Grade 1,88,44
489918,7353,Grade 4,44,33
403506,7355,Grade 2,81,24
609982,7358,Grade 1,97,72
223545,7360,Grade 4,81,64
314160,7363,Grade 1,94,64
401898,7365,Grade 5,98,79
273888,7366,Grade 4,46,39
83388,7367,Grade 4,93,79
264915,7369,Grade 4,70,66
323877,7370,Grade 4,99,91
112034,7371,Grade 4,46,40
447445,7373,Grade 1,73,59
447445,7375,Grade 1,73,39
264915,7380,Grade 3,48,40
687400,7381,Grade 1,99,83
34675,7383,Grade 1,92,87
206948,7384,Grade 1,84,50
363280,7388,Grade 3,96,76
5502,7390,Grade 2,94,53
46528,7391,Grade 3,89,53
609982,7396,Grade 1,97,66
491645,7397,Grade 1,106,99
16230,7398,Grade 1,84,53
8084,7400,Grade 4,102,67
25263,7404,Grade 1,92,79
73360,7405,Grade 2,98,79
858450,7409,Grade 2,102,88
34675,7415,Grade 4,45,39
581940,7416,Grade 5,44,37
324884,7417,Grade 1,83,27
293664,7419,Grade 2,93,84
356775,7420,Grade 3,81,64
223545,7421,Grade 5,88,81
39078,7422,Grade 3,79,73
5502,7423,Grade 3,97,88
56803,7427,Grade 1,89,80
607904,7428,Grade 3,19,7
363280,7430,Grade 5,84,1
8084,7436,Grade 1,101,82
28860,7438,Grade 1,102,83
388800,7439,Grade 4,83,59
8084,7444,Grade 3,105,93
223941,7447,Grade 3,74,59
20972,7450,Grade 2,103,89
42240,7451,Grade 3,99,79
592421,7453,Grade 4,102,82
223941,7454,Grade 4,63,51
39078,7456,Grade 3,91,83
25263,7458,Grade 1,79,65
166905,7459,Grade 2,45,37
42240,7461,Grade 1,100,73
49404,7462,Grade 4,95,60
264915,7464,Grade 1,102,65
32940,7466,Grade 3,31,30
609982,7467,Grade 3,106,83
49698,7468,Grade 2,84,72
230373,7469,Grade 3,73,55
581940,7470,Grade 4,102,85
28860,7472,Grade 5,83,77
491645,7476,Grade 3,100,82
239870,7477,Grade 3,98,16
326599,7486,Grade 4,90,79
646056,7487,Grade 3,75,60
10904,7488,Grade 2,97,36
329344,7496,Grade 3,91,51
323877,7497,Grade 1,98,85
239870,7498,Grade 2,109,93
42240,7499,Grade 3,47,41
39078,7503,Grade 1,91,76
49698,7506,Grade 4,83,73
419336,7507,Grade 2,98,78
425124,7509,Grade 3,99,78
581940,7510,Grade 2,107,90
5502,7511,Grade 5,40,26
293664,7513,Grade 4,37,37
257904,7514,Grade 3,39,36
40580,7518,Grade 4,99,34
34675,7521,Grade 4,90,73
359640,7524,Grade 5,48,47
609982,7526,Grade 4,41,32
9342,7527,Grade 2,100,77
259688,7528,Grade 1,103,91
363280,7529,Grade 3,96,86
223941,7534,Grade 5,95,77
259688,7536,Grade 1,103,80
491645,7537,Grade 1,106,94
173720,7541,Grade 2,93,87
201569,7546,Grade 5,96,83
32940,7549,Grade 5,81,64
28860,7555,Grade 3,99,91
489918,7557,Grade 3,107,105
324884,7559,Grade 3,77,69
363280,7560,Grade 1,80,17
264915,7561,Grade 4,70,24
963352,7562,Grade 4,104,74
628537,7563,Grade 2,86,73
56406,7564,Grade 1,33,31
239870,7565,Grade 5,103,58
34675,7566,Grade 1,90,62
425124,7567,Grade 5,41,38
201569,7568,Grade 1,102,91
329344,7569,Grade 1,96,76
323877,7574,Grade 2,104,83
421680,7576,Grade 2,99,83
56803,7579,Grade 3,97,88
20972,7583,Grade 1,79,53
55770,7591,Grade 1,106,38
583940,7592,Grade 3,101,65
112034,7597,Grade 3,101,84
35175,7603,Grade 5,22,22
9342,7606,Grade 4,91,74
173720,7608,Grade 1,91,75
239870,7610,Grade 2,109,69
36848,7612,Grade 1,58,18
75848,7615,Grade 2,94,76
83388,7616,Grade 2,66,59
218688,7620,Grade 1,61,23
28112,7623,Grade 4,37,36
34675,7624,Grade 1,79,63
286984,7625,Grade 5,97,76
687400,7626,Grade 3,91,86
991980,7628,Grade 5,85,81
56803,7629,Grade 2,84,79
46528,7632,Grade 3,64,48
239870,7634,Grade 4,100,85
173720,7635,Grade 5,98,93
155343,7636,Grade 1,106,89
9342,7637,Grade 1,101,42
32940,7640,Grade 5,81,20
223545,7643,Grade 1,84,74
123695,7644,Grade 5,70,59
196896,7645,Grade 4,86,50
173720,7651,Grade 3,78,58
616880,7654,Grade 1,53,41
206948,7655,Grade 3,96,86
257904,7656,Grade 4,88,41
8084,7657,Grade 1,107,61
864156,7660,Grade 4,98,84
359640,7662,Grade 3,97,48
363825,7663,Grade 5,67,58
286984,7666,Grade 4,39,22
609982,7668,Grade 5,99,76
56406,7674,Grade 2,94,90
991980,7677,Grade 4,91,50
65520,7679,Grade 4,87,63
425124,7680,Grade 2,99,84
419336,7681,Grade 4,91,69
49404,7683,Grade 1,93,77
34092,7684,Grade 4,18,18
958934,7685,Grade 2,93,82
822894,7686,Grade 2,90,65
123695,7687,Grade 1,85,74
47025,7688,Grade 3,76,70
489918,7689,Grade 5,55,51
108210,7690,Grade 1,89,79
47025,7692,Grade 3,75,51
259688,7699,Grade 3,42,42
88122,7700,Grade 4,104,80
416,7701,Grade 4,99,93
687400,7703,Grade 3,91,72
32940,7704,Grade 3,19,19
323877,7705,Grade 2,104,89
196896,7707,Grade 4,86,35
257904,7708,Grade 4,87,69
30690,7709,Grade 3,75,41
25263,7710,Grade 1,92,76
65520,7712,Grade 5,85,75
592421,7713,Grade 4,102,95
909600,7715,Grade 2,108,76
792,7718,Grade 3,104,87
401280,7722,Grade 4,36,36
359640,7723,Grade 2,88,55
56406,7725,Grade 2,94,88
264915,7726,Grade 4,70,66
20972,7727,Grade 1,103,74
55770,7730,Grade 2,92,63
273888,7736,Grade 2,70,52
403506,7741,Grade 3,92,51
56803,7745,Grade 1,100,69
616880,7747,Grade 3,29,25
49404,7750,Grade 1,93,25
230373,7756,Grade 2,101,77
112034,7757,Grade 2,101,77
55770,7758,Grade 2,92,76
609982,7761,Grade 3,106,95
329344,7763,Grade 4,100,39
40580,7764,Grade 5,100,89
65520,7766,Grade 2,89,86
9342,7769,Grade 3,59,37
201569,7774,Grade 4,102,88
858450,7775,Grade 2,102,68
25434,7777,Grade 1,100,88
273888,7778,Grade 3,97,82
8084,7780,Grade 4,102,71
239870,7781,Grade 1,86,78
388800,7782,Grade 4,83,60
118338,7786,Grade 2,29,27
359640,7794,Grade 2,88,75
136992,7795,Grade 3,99,91
56803,7798,Grade 5,32,31
49404,7799,Grade 4,91,62
34092,7800,Grade 5,41,41
489918,7802,Grade 4,44,44
687400,7803,Grade 3,91,88
401898,7804,Grade 3,86,64
581940,7805,Grade 4,102,83
314160,7806,Grade 1,82,34
35175,7807,Grade 5,31,31
46528,7809,Grade 5,89,65
123695,7810,Grade 5,70,55
991980,7811,Grade 4,91,76
230373,7814,Grade 2,101,75
759451,7815,Grade 3,20,20
112034,7816,Grade 1,106,74
56406,7817,Grade 2,94,77
25434,7823,Grade 1,100,63
447445,7828,Grade 5,39,38
206948,7829,Grade 1,102,50
616880,7830,Grade 4,29,8
223941,7832,Grade 4,63,58
991980,7833,Grade 3,51,39
264915,7836,Grade 2,96,47
173720,7837,Grade 1,91,71
401280,7839,Grade 3,89,54
297076,7840,Grade 2,80,51
20972,7843,Grade 4,102,77
363825,7844,Grade 2,91,81
83388,7845,Grade 1,85,53
329344,7846,Grade 5,57,50
963352,7850,Grade 1,106,88
687400,7851,Grade 1,93,73
759451,7853,Grade 2,49,47
425124,7855,Grade 2,99,82
363825,7856,Grade 5,75,22
646056,7858,Grade 2,78,69
323877,7861,Grade 3,78,67
447445,7865,Grade 2,92,82
30690,7869,Grade 1,77,44
864156,7871,Grade 4,98,45
40580,7878,Grade 1,101,58
304425,7879,Grade 5,75,74
416,7880,Grade 2,102,82
49698,7884,Grade 1,99,81
73360,7885,Grade 1,97,74
592421,7886,Grade 4,76,59
616880,7889,Grade 5,23,21
223545,7890,Grade 5,87,48
628537,7894,Grade 2,86,46
314160,7895,Grade 1,100,80
56803,7896,Grade 4,42,42
173720,7898,Grade 2,93,72
123695,7899,Grade 5,70,62
175100,7905,Grade 3,104,75
25434,7910,Grade 1,100,96
359640,7913,Grade 5,90,61
39078,7915,Grade 2,89,67
25263,7917,Grade 2,99,57
196896,7919,Grade 2,95,65
30690,7928,Grade 2,61,29
28860,7930,Grade 1,102,78
581940,7931,Grade 1,98,81
25263,7932,Grade 5,37,34
16230,7935,Grade 5,97,75
264915,7936,Grade 4,70,64
65520,7938,Grade 1,69,45
314160,7940,Grade 3,107,92
401280,7946,Grade 2,96,82
166905,7948,Grade 5,37,23
963352,7949,Grade 1,106,85
239870,7961,Grade 5,103,74
196896,7966,Grade 4,37,29
56406,7967,Grade 3,36,35
324884,7971,Grade 4,38,37
323877,7975,Grade 5,43,35
46528,7977,Grade 4,58,41
42240,7978,Grade 2,107,50
230373,7985,Grade 5,86,84
196896,7987,Grade 5,91,39
419336,7999,Grade 1,103,81
273888,8000,Grade 3,97,96
447445,8002,Grade 4,86,72
991980,8004,Grade 5,85,83
283971,8007,Grade 4,94,88
581940,8010,Grade 3,105,88
25263,8012,Grade 3,91,71
39078,8016,Grade 3,91,76
583940,8022,Grade 3,101,53
108210,8023,Grade 2,93,90
416,8025,Grade 2,102,88
28112,8026,Grade 3,84,55
423500,8027,Grade 3,100,66
49698,8029,Grade 3,44,37
112034,8031,Grade 1,106,87
416,8034,Grade 4,99,84
909600,8037,Grade 5,102,76
323877,8042,Grade 4,99,77
447445,8044,Grade 3,85,65
359640,8047,Grade 1,78,51
56406,8051,Grade 1,46,44
34675,8053,Grade 4,90,72
39078,8057,Grade 3,91,75
9342,8060,Grade 2,100,55
583940,8062,Grade 2,79,64
388800,8064,Grade 5,79,46
581940,8067,Grade 3,105,87
20972,8068,Grade 4,102,41
575416,8069,Grade 1,95,72
401898,8070,Grade 5,98,74
14475,8076,Grade 3,97,71
53103,8078,Grade 3,96,71
501872,8079,Grade 5,35,33
324884,8080,Grade 2,69,65
293664,8082,Grade 5,24,24
419336,8085,Grade 3,97,72
616880,8086,Grade 2,61,27
7956,8087,Grade 2,95,66
489918,8091,Grade 4,44,39
16230,8092,Grade 4,74,52
196896,8093,Grade 1,94,70
83388,8095,Grade 1,85,61
8084,8098,Grade 1,107,57
864156,8099,Grade 4,98,77
196896,8102,Grade 5,91,66
65520,8104,Grade 4,87,73
447445,8110,Grade 2,92,55
958934,8113,Grade 1,100,80
792,8114,Grade 5,99,56
565811,8116,Grade 5,43,43
16230,8117,Grade 4,74,51
30690,8119,Grade 3,75,48
123695,8121,Grade 2,76,46
257904,8123,Grade 3,88,88
35175,8128,Grade 4,84,53
958934,8130,Grade 4,40,39
56803,8131,Grade 2,84,71
592421,8132,Grade 2,86,23
196896,8133,Grade 2,95,77
864156,8134,Grade 2,103,74
230373,8135,Grade 3,81,78
230373,8138,Grade 3,81,68
49404,8142,Grade 2,93,55
864156,8147,Grade 3,98,84
286984,8149,Grade 5,43,42
8084,8150,Grade 1,107,62
489918,8151,Grade 3,107,98
53103,8152,Grade 5,39,25
16230,8153,Grade 4,32,25
118338,8154,Grade 2,101,74
792,8155,Grade 2,96,86
326599,8156,Grade 4,90,88
108210,8159,Grade 5,97,77
401280,8160,Grade 2,96,85
206948,8163,Grade 5,51,47
201569,8165,Grade 4,102,60
583940,8166,Grade 4,104,57
223941,8172,Grade 2,97,6
175100,8173,Grade 5,80,67
16230,8175,Grade 5,105,68
168804,8177,Grade 2,68,59
196896,8180,Grade 5,52,9
5502,8181,Grade 5,83,80
581940,8183,Grade 4,102,85
447445,8184,Grade 3,36,36
489918,8186,Grade 5,55,54
49404,8188,Grade 2,93,66
108210,8190,Grade 5,43,43
264915,8191,Grade 2,96,72
687400,8200,Grade 1,99,86
401280,8201,Grade 5,93,68
223941,8202,Grade 4,63,57
20972,8205,Grade 4,102,56
958934,8207,Grade 1,100,97
173720,8208,Grade 5,99,86
118338,8211,Grade 5,78,69
259688,8213,Grade 4,42,37
218688,8218,Grade 4,53,25
491645,8219,Grade 3,100,78
5502,8223,Grade 5,87,72
239870,8224,Grade 5,48,42
293664,8227,Grade 2,93,69
324884,8229,Grade 3,44,44
628537,8230,Grade 4,40,28
34092,8231,Grade 3,37,15
10904,8232,Grade 4,96,25
166905,8234,Grade 2,45,17
5502,8236,Grade 3,97,43
35175,8237,Grade 1,91,84
17404,8240,Grade 2,91,70
73360,8243,Grade 1,81,38
46684,8244,Grade 5,38,15
25434,8245,Grade 2,94,82
565811,8246,Grade 3,93,78
49698,8251,Grade 2,84,69
34675,8252,Grade 5,101,76
34675,8253,Grade 4,89,36
32940,8254,Grade 2,61,54
259688,8255,Grade 4,42,42
592421,8256,Grade 1,85,68
65520,8260,Grade 1,69,55
53103,8261,Grade 4,100,70
83388,8263,Grade 3,104,94
239870,8265,Grade 1,92,87
230373,8266,Grade 2,101,79
5502,8269,Grade 1,89,84
363280,8270,Grade 3,96,77
792,8271,Grade 4,92,80
575416,8274,Grade 1,95,89
206948,8275,Grade 4,99,78
609982,8277,Grade 5,99,54
83388,8280,Grade 2,66,61
156096,8281,Grade 1,19,16
73360,8284,Grade 5,100,48
286984,8286,Grade 3,72,59
501872,8289,Grade 1,67,40
356775,8291,Grade 4,85,66
75848,8293,Grade 3,98,64
406350,8298,Grade 2,76,66
73360,8302,Grade 3,96,87
359640,8305,Grade 1,78,52
491645,8306,Grade 4,96,92
49404,8307,Grade 3,100,86
792,8309,Grade 4,92,59
286984,8310,Grade 2,69,59
592421,8311,Grade 2,97,81
419336,8312,Grade 2,98,81
56803,8313,Grade 1,74,46
416,8314,Grade 5,86,34
49698,8317,Grade 5,86,14
259688,8318,Grade 2,96,59
363280,8320,Grade 2,96,92
406350,8321,Grade 2,76,63
36848,8322,Grade 1,80,57
165300,8325,Grade 1,91,76
10904,8326,Grade 2,97,45
326599,8327,Grade 5,105,83
628537,8328,Grade 2,86,69
323877,8331,Grade 3,48,47
491645,8333,Grade 1,106,59
10904,8334,Grade 3,100,95
991980,8342,Grade 4,39,39
592421,8343,Grade 1,85,48
39078,8345,Grade 5,38,35
173720,8346,Grade 2,77,46
47025,8347,Grade 1,92,61
259688,8348,Grade 1,103,87
616880,8353,Grade 5,23,23
359640,8356,Grade 1,78,54
259688,8361,Grade 1,103,80
858450,8363,Grade 1,73,26
65520,8364,Grade 3,87,79
501872,8366,Grade 5,90,76
25434,8367,Grade 3,86,78
416,8369,Grade 3,61,31
792,8370,Grade 5,99,81
34675,8371,Grade 3,46,45
35175,8374,Grade 5,55,50
416,8377,Grade 1,85,69
16230,8378,Grade 2,87,55
958934,8383,Grade 5,43,41
419336,8384,Grade 1,103,62
583940,8385,Grade 2,79,54
324884,8386,Grade 3,77,63
326599,8387,Grade 5,105,96
47025,8389,Grade 1,92,90
419336,8391,Grade 1,103,88
165300,8392,Grade 5,89,47
55770,8393,Grade 4,83,66
646056,8395,Grade 3,95,85
419336,8396,Grade 1,103,88
30690,8398,Grade 2,61,38
601798,8399,Grade 1,103,54
447445,8400,Grade 5,84,54
419336,8402,Grade 2,98,47
592421,8403,Grade 5,93,76
55770,8405,Grade 5,41,39
49404,8407,Grade 1,93,74
47025,8410,Grade 3,76,63
55770,8411,Grade 4,83,67
858450,8413,Grade 2,102,58
226128,8415,Grade 2,97,82
156096,8416,Grade 4,84,73
607904,8417,Grade 4,71,69
49404,8418,Grade 5,101,86
239870,8422,Grade 3,98,62
963352,8424,Grade 5,90,57
34675,8426,Grade 1,92,69
565811,8427,Grade 3,93,82
489918,8430,Grade 2,97,69
223941,8432,Grade 4,63,62
47025,8433,Grade 5,96,57
363825,8442,Grade 3,87,48
425124,8444,Grade 3,99,89
416,8446,Grade 5,37,24
297076,8448,Grade 3,38,35
363825,8451,Grade 3,87,67
264915,8454,Grade 2,96,75
35175,8455,Grade 5,55,50
565811,8456,Grade 2,94,90
363825,8458,Grade 2,91,59
314160,8460,Grade 3,107,75
5502,8462,Grade 1,89,66
218688,8463,Grade 4,53,46
175100,8464,Grade 2,80,75
17404,8465,Grade 4,99,74
616880,8470,Grade 4,30,27
8084,8473,Grade 5,87,48
166905,8474,Grade 4,74,42
401280,8475,Grade 1,79,53
46684,8477,Grade 1,90,43
73360,8484,Grade 1,97,90
136992,8486,Grade 2,101,93
28112,8487,Grade 5,45,32
56803,8498,Grade 4,98,77
607904,8499,Grade 5,67,67
323877,8503,Grade 5,94,74
8084,8504,Grade 2,102,75
425124,8507,Grade 1,94,77
304425,8508,Grade 4,94,92
108210,8510,Grade 4,93,78
406350,8512,Grade 2,76,55
563568,8513,Grade 3,41,39
8084,8514,Grade 5,92,79
323877,8517,Grade 2,104,84
108210,8518,Grade 5,97,82
601798,8521,Grade 2,107,95
5502,8527,Grade 4,31,29
326599,8529,Grade 3,102,94
323877,8532,Grade 2,104,82
304425,8533,Grade 1,90,83
822894,8534,Grade 1,90,69
406350,8537,Grade 1,90,80
28860,8539,Grade 4,62,41
563568,8541,Grade 4,86,76
447445,8543,Grade 1,44,32
25263,8544,Grade 5,37,0
